discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text
disc_lead_00478,essay_01177,Driverless cars,Ineffective,1,2.0,10,No,No,White,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00479,essay_01178,Facial Action Coding System,Ineffective,1,2.0,12,No,No,White,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00480,essay_01179,Seeking the Author,Ineffective,1,4.0,8,No,No,Asian,Yes,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00481,essay_01180,Exploring Venus,Effective,3,2.0,10,No,No,White,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00482,essay_01181,Car-free cities,Effective,3,2.0,12,No,No,Hispanic/Latino,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00483,essay_01182,Driverless cars,Effective,3,4.0,9,No,No,Hispanic/Latino,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00484,essay_01183,Facial Action Coding System,Adequate,2,3.0,11,Yes,No,Black/African American,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00485,essay_01184,Seeking the Author,Adequate,2,3.0,10,No,No,Black/African American,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00486,essay_01185,Exploring Venus,Adequate,2,4.0,12,No,No,Black/African American,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00487,essay_01186,Car-free cities,Adequate,2,3.0,8,No,No,Hispanic/Latino,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00488,essay_01187,Driverless cars,Adequate,2,4.0,11,No,No,Hispanic/Latino,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00489,essay_01188,Facial Action Coding System,Adequate,2,4.0,11,No,No,Hispanic/Latino,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00490,essay_01189,Seeking the Author,Ineffective,1,3.0,9,No,No,Black/African American,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00491,essay_01190,Exploring Venus,Ineffective,1,3.0,8,No,No,Hispanic/Latino,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00492,essay_01191,Car-free cities,Ineffective,1,4.0,8,No,No,White,Yes,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00493,essay_01192,Driverless cars,Effective,3,5.0,12,Yes,No,Black/African American,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00494,essay_01193,Facial Action Coding System,Effective,3,4.0,11,No,Yes,Black/African American,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00495,essay_01194,Seeking the Author,Effective,3,5.0,11,No,No,Black/African American,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00496,essay_01195,Exploring Venus,Adequate,2,3.0,10,No,No,Black/African American,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00497,essay_01196,Car-free cities,Adequate,2,4.0,12,No,No,Black/African American,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00498,essay_01197,Driverless cars,Adequate,2,4.0,8,No,No,Asian,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00499,essay_01198,Facial Action Coding System,Adequate,2,3.0,11,Yes,No,Asian,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00500,essay_01199,Seeking the Author,Adequate,2,3.0,11,No,No,White,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00501,essay_01200,Exploring Venus,Adequate,2,4.0,9,No,No,Black/African American,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00502,essay_01201,Car-free cities,Ineffective,1,4.0,11,No,No,Hispanic/Latino,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00503,essay_01202,Driverless cars,Ineffective,1,5.0,11,No,No,Asian,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00504,essay_01203,Facial Action Coding System,Ineffective,1,4.0,8,Yes,No,Black/African American,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00505,essay_01204,Seeking the Author,Effective,3,4.0,9,No,No,Hispanic/Latino,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00506,essay_01205,Exploring Venus,Effective,3,3.0,9,No,No,Hispanic/Latino,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00507,essay_01206,Car-free cities,Effective,3,4.0,8,Yes,No,White,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00508,essay_01207,Driverless cars,Adequate,2,5.0,11,No,No,Black/African American,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00509,essay_01208,Facial Action Coding System,Adequate,2,4.0,11,Yes,No,White,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00510,essay_01209,Seeking the Author,Adequate,2,3.0,8,No,No,Asian,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00511,essay_01210,Exploring Venus,Adequate,2,3.0,9,No,No,Asian,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00512,essay_01211,Car-free cities,Adequate,2,3.0,11,No,No,Black/African American,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00513,essay_01212,Driverless cars,Adequate,2,4.0,8,No,No,White,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00514,essay_01213,Facial Action Coding System,Ineffective,1,3.0,10,No,Yes,Hispanic/Latino,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00515,essay_01214,Seeking the Author,Ineffective,1,4.0,11,No,Yes,White,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00516,essay_01215,Exploring Venus,Ineffective,1,4.0,11,No,Yes,Asian,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00517,essay_01216,Car-free cities,Effective,3,3.0,9,No,No,Hispanic/Latino,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00518,essay_01217,Driverless cars,Effective,3,3.0,10,No,No,Asian,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00519,essay_01218,Facial Action Coding System,Effective,3,3.0,10,No,No,Asian,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00520,essay_01219,Seeking the Author,Adequate,2,4.0,8,Yes,No,Hispanic/Latino,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00521,essay_01220,Exploring Venus,Adequate,2,5.0,11,No,No,Hispanic/Latino,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00522,essay_01221,Car-free cities,Adequate,2,3.0,9,No,No,White,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00523,essay_01222,Driverless cars,Adequate,2,4.0,9,No,No,Black/African American,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00524,essay_01223,Facial Action Coding System,Adequate,2,3.0,12,No,No,Asian,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00525,essay_01224,Seeking the Author,Adequate,2,5.0,12,No,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00526,essay_01225,Exploring Venus,Ineffective,1,3.0,10,No,No,Black/African American,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00527,essay_01226,Car-free cities,Ineffective,1,4.0,10,No,Yes,Black/African American,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00528,essay_01227,Driverless cars,Ineffective,1,4.0,9,No,No,White,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00529,essay_01228,Facial Action Coding System,Effective,3,5.0,10,No,Yes,Hispanic/Latino,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00530,essay_01229,Seeking the Author,Effective,3,3.0,11,No,No,Black/African American,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00531,essay_01230,Exploring Venus,Effective,3,5.0,9,No,No,White,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00532,essay_01231,Car-free cities,Adequate,2,4.0,11,Yes,No,Black/African American,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00533,essay_01232,Driverless cars,Adequate,2,4.0,9,No,No,Hispanic/Latino,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00534,essay_01233,Facial Action Coding System,Adequate,2,2.0,10,Yes,No,Asian,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00535,essay_01234,Seeking the Author,Adequate,2,3.0,10,Yes,No,White,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
